MonsoonIntensity,TopographyDrainage,RiverManagement,Deforestation,Urbanization,ClimateChange,DamsQuality,Siltation,AgriculturalPractices,Encroachments,IneffectiveDisasterPreparedness,DrainageSystems,CoastalVulnerability,Landslides,Watersheds,DeterioratingInfrastructure,PopulationScore,WetlandLoss,InadequatePlanning,PoliticalFactors,FloodProbability
4,6,4,5,7,9,8,3,6,4,2,7,5,5,6,7,6,6,7,5,0.5665570834975309
5,3,1,3,7,4,5,5,3,4,9,9,4,9,1,8,7,6,5,3,0.4771871796934569
4,4,4,6,7,5,8,6,7,9,8,11,7,6,9,4,6,4,6,6,0.5762158375569878
4,4,3,5,9,10,2,4,7,6,9,8,6,5,5,2,6,4,7,3,0.5892088991313514
3,5,5,3,5,3,5,5,3,6,3,5,4,5,3,5,4,4,5,4,0.3589117068253276
9,6,6,7,8,10,7,5,6,5,4,4,6,7,5,6,5,5,3,5,0.6282634585450341
2,6,3,2,0,3,6,2,3,5,8,5,3,7,8,5,3,2,12,7,0.49272365739856105
2,4,6,3,7,5,5,2,3,9,3,3,8,3,3,6,6,7,3,6,0.4814579464600481
3,9,3,6,1,6,2,3,3,8,3,4,4,3,8,5,5,6,3,5,0.3728724204321452
3,7,10,5,4,3,4,5,7,3,6,3,2,6,2,4,6,5,6,3,0.5815275541173678
5,3,6,4,5,3,6,5,4,4,3,8,6,6,6,7,3,4,7,4,0.623841130903646
12,6,5,4,3,7,8,8,4,4,4,4,3,5,7,4,3,4,9,5,0.5601203955144566
6,6,1,7,5,6,6,8,5,8,8,8,5,5,6,4,4,6,12,6,0.687348884388594
4,4,5,7,6,3,6,6,5,6,6,4,3,7,5,7,5,5,3,3,0.46030435243847034
1,5,11,3,5,4,3,7,10,9,4,5,9,4,4,2,6,11,4,2,0.5685436339450285
3,6,5,3,3,5,6,7,4,10,5,10,7,7,2,4,6,10,3,7,0.4792125000225461
5,7,10,4,7,6,3,8,4,6,5,6,4,6,3,3,2,2,3,3,0.54342780212955
4,6,6,0,4,7,3,8,3,4,2,8,3,6,6,7,5,10,11,6,0.5242681725565335
5,10,3,7,9,9,5,6,4,6,3,6,6,9,4,7,6,2,5,4,0.6496842737902311
4,3,7,6,4,5,5,2,2,2,5,7,5,3,6,5,4,6,7,8,0.3786423975050463
4,2,5,1,3,6,7,8,3,5,4,2,2,6,3,4,5,4,8,2,0.41957516986586973
6,6,6,4,5,6,3,7,6,4,4,3,4,3,5,6,5,5,4,1,0.48047133396703506
2,2,5,5,3,3,1,7,2,5,7,5,9,5,9,8,11,8,7,6,0.6947620512490466
2,5,5,4,6,10,1,4,3,3,2,5,3,8,6,6,5,4,7,4,0.4901678615656169
7,4,4,6,7,7,5,2,6,6,4,6,6,7,6,8,7,5,7,4,0.6270968826755491
6,7,5,1,6,5,2,3,9,7,6,4,7,5,5,5,4,6,3,6,0.4827455720522998
3,7,6,4,3,8,2,4,7,5,8,7,3,3,6,5,5,3,2,5,0.4744962988924729
5,3,1,3,6,5,3,3,4,7,7,5,9,1,2,7,6,8,5,5,0.37891850601211147
6,7,8,2,7,6,6,3,5,4,1,6,8,9,5,6,4,4,4,7,0.4674906919243686
6,4,6,5,6,4,7,2,8,4,8,6,6,4,6,5,7,3,4,8,0.4767267093937875
6,9,4,4,2,4,1,6,9,3,4,5,5,3,4,5,2,5,4,5,0.436792464990886
3,4,9,8,6,6,9,5,10,1,8,2,2,7,6,4,6,3,6,4,0.5948150726365423
12,5,6,3,3,7,3,3,6,4,7,5,7,8,3,2,4,8,7,8,0.515604457552248
6,9,5,9,4,7,4,5,5,7,3,7,7,6,4,4,1,4,8,8,0.5096000892471415
6,4,6,2,5,9,9,4,5,3,3,5,5,11,3,2,4,6,4,7,0.5282369092073718
4,5,4,8,3,6,3,3,5,5,8,6,5,6,6,6,5,8,2,4,0.5380743858328526
5,6,10,6,3,5,3,4,8,10,6,8,5,5,7,9,6,9,3,4,0.6099433393258407
8,5,5,6,4,3,3,6,7,6,1,10,4,2,5,1,6,9,1,2,0.43848264714239915
2,6,4,2,3,6,6,2,6,5,3,5,5,6,2,3,8,9,4,8,0.4060524437305619
9,7,4,8,3,7,5,5,1,9,3,5,6,4,7,4,6,3,8,6,0.5690669073959019
6,7,9,3,6,2,4,3,1,4,4,2,10,2,10,2,3,9,4,12,0.5507787038503404
3,2,1,2,5,6,5,0,2,4,3,6,4,2,4,7,3,4,5,3,0.3939075479905063
3,3,1,8,3,4,7,9,4,6,4,3,6,6,3,2,6,0,9,7,0.5411361445894367
5,3,7,7,4,4,4,3,10,11,2,6,4,4,8,5,9,6,8,4,0.6262998728501235
2,6,6,3,4,1,6,6,5,4,4,2,5,3,3,4,5,4,7,5,0.4444521244520047
9,6,8,8,8,6,4,3,6,4,7,4,10,4,4,10,8,5,4,6,0.6773250251082213
2,6,7,5,6,9,10,7,4,5,5,4,1,2,8,4,4,3,3,6,0.5307594838173095
2,4,11,4,4,7,6,5,5,3,4,4,2,1,8,7,6,4,4,4,0.4605164448531508
9,6,10,5,4,3,3,5,2,10,4,3,5,9,5,11,4,5,3,3,0.6211499861510723
6,6,4,5,8,5,5,7,8,6,5,10,4,4,9,4,6,5,2,4,0.552708278312513
6,5,4,2,6,6,7,3,7,3,1,2,5,4,5,6,11,5,8,0,0.5155454297925592
7,1,5,4,5,3,2,3,5,3,11,6,0,7,4,5,4,8,4,2,0.4448014499994251
2,4,5,7,3,5,3,4,4,7,5,2,2,3,6,4,9,6,7,2,0.5320859921720507
7,5,4,2,5,7,6,7,2,3,4,3,3,4,4,9,9,3,6,2,0.48449750499702293
5,7,6,6,4,5,5,3,7,3,6,5,2,6,9,5,2,6,10,10,0.6184080192108059
9,7,2,2,2,1,4,8,10,4,7,7,4,4,5,7,6,4,7,4,0.487502346091946
3,2,4,12,5,5,3,7,4,3,8,1,8,4,4,4,8,6,3,8,0.5694226860395418
7,4,11,4,8,3,8,4,4,5,6,5,3,4,4,6,2,4,2,9,0.4149905832008972
7,2,6,8,4,2,9,4,6,4,3,2,4,13,8,6,5,8,7,4,0.5713458659568097
5,2,3,7,7,6,9,3,4,6,5,10,8,5,5,9,6,6,2,5,0.5598863233527783
6,5,5,3,6,8,4,6,2,7,3,11,4,3,7,7,5,5,5,10,0.5276546746513289
6,4,5,8,6,2,0,4,3,6,0,6,5,4,6,7,5,4,4,7,0.5378238625671659
5,5,2,6,6,5,6,6,8,6,5,5,4,4,3,3,3,3,6,2,0.5038476778133733
5,6,7,5,4,3,4,8,4,5,5,3,3,4,5,5,6,4,3,5,0.4486735935512039
5,8,8,7,6,5,7,10,4,2,5,5,6,5,3,0,3,7,5,2,0.4767032440371695
6,8,10,3,6,7,9,3,8,2,9,4,4,2,5,10,4,3,3,3,0.5938501759545238
5,4,8,3,3,4,5,8,8,8,5,3,7,4,3,8,4,6,9,5,0.5799578049207534
10,7,5,3,4,8,6,2,6,4,3,8,3,9,4,10,4,4,5,10,0.5748275816123257
2,5,7,5,4,3,2,1,3,5,4,6,6,3,4,6,2,4,3,8,0.5202914353479133
2,6,2,5,0,4,4,6,7,8,6,6,2,4,7,5,2,4,8,2,0.43608769539649916
4,12,7,8,4,9,2,6,4,4,5,2,10,4,8,7,3,6,5,5,0.5977502786503206
5,5,0,2,3,4,8,3,5,1,10,7,3,5,2,5,11,5,4,5,0.6265700425636851
5,6,3,6,7,3,4,4,3,6,3,9,6,4,5,6,3,2,1,8,0.48582818327405036
4,4,0,8,8,5,10,2,3,6,5,10,3,6,8,8,3,4,5,6,0.45938993627391184
6,5,1,7,7,7,3,8,6,2,3,5,11,12,8,5,11,3,4,4,0.5566421420257353
4,11,3,2,3,5,6,4,7,13,8,4,7,7,8,7,5,6,3,7,0.5783240641661063
7,4,6,9,6,5,6,8,6,3,3,1,2,5,6,6,8,7,1,4,0.5773091165437647
5,2,5,3,5,7,5,2,7,4,5,5,2,4,3,5,3,4,7,9,0.4957969412305695
4,5,7,3,5,7,5,1,4,2,4,5,3,3,9,3,7,8,3,8,0.47821738618314824
1,4,5,4,0,2,5,8,3,2,8,4,4,3,5,11,6,5,8,6,0.4424105647877879
9,5,6,4,2,4,5,1,6,2,9,3,4,3,3,4,4,7,9,6,0.5766965442648462
6,5,7,9,1,4,6,5,6,4,3,7,3,2,2,5,1,2,1,5,0.40917044514304973
7,5,8,6,3,5,2,4,8,8,2,6,6,4,5,7,3,5,4,1,0.43673850570460354
4,3,5,4,4,4,3,6,5,11,4,3,3,4,4,8,4,7,4,4,0.5183207907998784
4,5,4,5,6,4,5,4,5,6,5,5,8,4,4,4,9,7,2,9,0.4671347520331234
3,6,5,7,1,3,8,5,9,8,5,5,7,2,3,3,8,5,6,3,0.4429015540586944
6,5,5,4,8,8,9,2,4,6,6,4,5,8,3,9,8,8,6,5,0.5935395644765944
8,5,6,4,7,2,4,6,4,9,3,13,5,3,10,9,3,5,4,8,0.641379266337002
4,3,5,7,6,5,1,2,5,8,6,7,3,5,7,2,5,5,2,2,0.46531259214220455
7,2,7,7,8,7,1,3,1,2,6,9,9,4,4,1,4,1,8,4,0.5107217667822341
4,6,4,0,7,6,9,10,4,4,9,6,3,3,2,5,3,3,8,7,0.5330592307306183
5,1,6,0,6,5,6,8,4,5,5,10,3,4,5,8,5,7,2,3,0.5266027307166538
4,5,6,5,1,6,4,10,4,2,3,9,5,4,5,4,1,4,2,5,0.40756064125431224
2,8,1,4,9,7,7,4,7,6,5,2,8,6,15,7,8,4,6,7,0.6580390185013384
6,6,4,5,8,3,4,5,13,4,2,3,4,5,8,6,6,5,6,4,0.605101402570652
4,1,1,5,5,2,5,10,6,7,4,1,9,3,6,3,3,4,4,4,0.5551455496632296
3,7,8,3,1,3,3,5,4,6,9,8,4,8,4,1,5,5,6,2,0.5244230919016086
7,3,3,4,4,4,5,5,6,2,4,4,2,6,5,8,10,8,9,6,0.4674715943294111
6,5,2,4,3,7,4,5,2,6,4,8,9,5,8,5,7,4,8,3,0.48690442750549456
6,5,7,3,3,6,2,6,8,5,7,5,6,3,5,5,1,7,5,2,0.3941798211846534
4,5,4,2,9,6,5,6,5,10,4,4,3,5,14,7,4,1,6,4,0.49673610991528594
8,4,6,7,10,5,2,4,5,4,7,8,5,9,3,5,9,5,3,4,0.670779145351005
7,6,3,6,9,3,4,11,5,3,3,9,5,5,5,1,5,8,5,6,0.5507650761007022
5,5,6,7,4,3,3,4,2,5,5,7,3,5,6,7,5,6,3,6,0.48629070543343006
2,5,6,11,6,8,4,7,6,5,5,0,2,9,7,4,4,8,2,7,0.48297985909556584
3,4,7,6,6,4,6,7,7,6,2,5,1,3,5,7,2,2,7,1,0.4345999931834896
5,5,8,5,7,4,4,4,5,4,3,11,5,4,4,9,6,2,7,5,0.5184449870650373
10,9,2,5,5,6,4,8,6,5,2,3,2,6,4,1,6,16,5,2,0.5091319998311985
7,8,4,6,7,5,9,5,5,7,6,4,3,4,3,4,2,9,6,3,0.5079516930228614
3,6,6,6,1,10,2,3,5,10,4,4,4,8,7,4,7,6,2,3,0.5150565309229566
10,5,4,4,3,2,5,3,4,6,3,1,8,0,3,2,5,7,8,5,0.43074816308729935
7,7,5,6,3,5,5,3,7,8,0,5,4,5,4,4,7,3,6,3,0.4107911180123766
4,4,10,5,7,6,1,2,3,2,3,4,5,3,7,9,4,2,2,4,0.4089246367366006
6,8,7,6,5,8,11,5,5,6,5,2,5,5,5,4,6,6,9,3,0.6029769944102849
3,4,5,3,5,6,5,4,6,4,3,3,6,5,6,2,1,4,8,5,0.31215461038619813
6,3,1,2,5,4,3,9,8,3,3,2,5,3,3,5,1,4,5,6,0.3383989495271861
7,8,3,4,3,3,3,1,3,5,3,6,5,9,3,6,8,5,2,6,0.5201143927814924
8,3,9,6,6,5,5,4,5,6,5,4,4,6,6,11,5,6,7,4,0.5616410186533578
8,8,6,3,4,10,3,9,2,7,4,5,5,4,7,6,5,6,7,2,0.5672230353308697
2,8,1,4,3,4,4,7,5,9,5,3,6,5,4,2,9,6,5,3,0.5256917057544486
8,4,6,5,4,8,6,5,4,7,3,4,5,8,2,5,3,8,2,6,0.40883596344592477
6,3,5,8,9,4,6,11,2,8,3,4,6,7,2,4,7,4,2,5,0.5786475819943774
3,5,2,3,3,4,3,3,5,5,5,4,5,6,6,0,8,7,4,1,0.41600338008329324
4,3,8,7,14,3,2,6,3,4,6,8,6,7,2,4,5,7,7,6,0.6100282434255394
4,5,1,7,8,4,5,8,3,3,6,8,6,5,6,2,4,4,8,5,0.459604760476644
8,7,6,6,7,2,5,7,10,4,6,8,5,5,2,7,9,6,2,4,0.5509069926932691
4,2,5,6,7,3,4,2,5,3,4,3,6,6,5,2,6,6,4,9,0.39251761116893524
6,6,5,2,4,6,5,5,5,3,3,5,6,6,5,2,4,3,2,2,0.5294302785890491
5,4,4,2,4,4,1,6,5,2,7,4,6,2,4,2,2,1,5,6,0.290706804613986
3,3,2,9,5,7,4,6,7,6,7,6,2,4,8,4,6,9,4,4,0.616506957264622
5,6,5,9,5,3,1,7,4,6,5,7,4,7,6,5,7,2,4,5,0.562477283774729
3,5,5,3,3,2,3,6,6,3,5,1,5,4,6,7,4,2,6,3,0.4128033385188668
5,6,6,9,7,4,2,6,5,4,9,2,5,4,5,5,11,7,6,4,0.6425441725346621
1,6,5,4,6,5,3,6,7,0,6,3,7,5,5,4,6,5,10,7,0.5067825528240992
6,3,4,3,5,6,6,3,3,3,9,8,6,11,4,7,5,5,6,1,0.5010004160650439
4,8,7,5,7,3,1,3,7,4,7,7,3,6,4,7,7,4,7,6,0.5988164953692279
7,8,5,7,2,3,3,4,3,6,8,8,7,4,3,4,4,7,2,2,0.47393331496753105
7,7,4,4,5,5,7,10,4,6,3,4,5,2,5,3,5,4,7,3,0.5406476588589315
1,5,4,5,3,4,1,3,5,6,5,3,6,3,5,2,4,4,3,4,0.31593912224219517
6,5,5,6,0,5,2,4,5,6,7,7,10,8,13,7,5,5,3,7,0.598945074049983
5,5,8,7,4,7,5,7,9,5,3,7,4,6,5,6,3,7,7,6,0.5781947013607768
5,0,5,6,8,3,5,3,1,3,4,3,10,3,5,7,3,3,5,8,0.40470964416666255
3,7,4,5,2,4,4,13,6,5,5,3,5,7,3,5,6,1,4,5,0.5294860763627969
4,5,3,5,1,6,4,3,5,6,5,7,3,5,5,2,6,5,5,6,0.39089537815092723
4,4,7,11,6,5,7,8,3,5,3,8,10,9,8,1,0,8,6,8,0.5976685096664068
6,2,5,2,6,9,7,7,6,5,2,5,6,6,2,9,9,9,3,8,0.5794175460849403
3,4,4,8,7,4,6,5,4,2,4,7,5,3,8,3,4,3,4,6,0.4362815456480009
9,3,8,2,7,5,7,8,6,4,3,6,6,5,7,6,2,4,5,3,0.5065406415836888
1,3,3,3,2,10,6,3,4,3,6,6,8,6,5,9,2,3,4,4,0.4344749307759961
5,5,2,4,6,5,6,7,3,3,4,6,4,9,3,2,2,5,6,5,0.5321108822735962
1,5,4,8,5,10,3,8,2,5,5,4,5,5,3,6,6,5,9,6,0.5408591612042418
3,3,0,4,7,7,4,5,5,5,3,3,5,3,1,7,3,8,4,3,0.403852501662714
5,3,2,5,4,0,8,3,7,4,9,5,12,1,8,4,6,10,7,7,0.5367048839436864
6,7,5,7,5,4,4,2,3,5,6,4,2,3,2,4,5,10,5,5,0.5024576430706859
5,4,4,7,10,6,2,5,3,6,4,2,2,6,3,3,3,6,4,5,0.46086058472968844
7,3,5,5,6,6,3,6,5,6,10,7,3,5,6,4,5,9,5,1,0.5386669905009592
3,1,7,4,3,4,7,7,4,6,10,5,8,6,13,5,5,5,6,11,0.5966402495033977
5,4,4,5,8,2,5,8,4,5,6,4,5,3,2,7,7,9,6,5,0.5493939662473623
4,10,2,5,5,4,7,7,2,3,7,5,5,4,3,1,8,5,7,9,0.5905373120997478
8,5,5,1,10,5,4,3,6,7,9,10,4,4,4,5,10,11,4,6,0.5965536145442837
3,5,1,4,2,6,4,4,4,3,5,1,3,12,4,6,2,1,5,2,0.3586159934378076
1,6,4,9,7,3,4,5,5,1,7,7,6,6,3,3,4,2,7,7,0.37070451382869674
2,3,3,4,5,4,7,7,2,3,8,8,7,5,5,2,4,5,7,3,0.43175987156248097
6,5,4,7,5,8,3,9,8,7,4,7,9,3,7,4,2,5,6,5,0.5436333815042361
5,6,7,4,5,5,5,3,5,5,7,7,11,7,4,5,5,5,7,5,0.6267937517840413
6,5,8,9,6,6,2,10,1,4,5,3,6,4,5,4,5,7,5,4,0.4898859177378266
2,9,7,5,4,9,7,6,4,6,3,2,5,6,7,7,12,4,7,6,0.6396550056581853
5,6,4,2,6,6,8,4,8,6,12,8,4,5,6,7,6,3,7,10,0.6116622588897027
4,3,7,6,5,2,5,2,1,2,7,7,5,5,1,3,6,3,4,2,0.22141257921655927
5,4,9,7,5,4,6,6,4,4,8,9,3,3,6,7,2,4,6,2,0.44648833803203347
5,8,3,6,3,2,8,3,5,3,7,8,8,7,5,4,2,4,9,7,0.5750145960427714
3,5,4,7,7,2,3,5,9,3,4,7,5,3,5,1,4,3,3,2,0.37408951872578294
10,4,3,5,6,8,2,7,7,7,7,5,3,6,2,8,5,6,3,6,0.6233200987410025
10,8,7,3,6,4,3,4,6,5,9,7,4,2,3,3,2,5,5,4,0.4578161758939983
4,5,2,4,5,1,7,5,7,5,4,5,7,6,5,5,7,4,8,7,0.5225423416182869
8,6,7,2,3,4,5,4,4,6,4,4,6,13,4,8,2,1,7,6,0.5674945301662495
5,4,4,10,8,2,3,7,1,6,2,3,1,3,2,7,2,5,8,7,0.44896039390492976
5,2,4,6,5,8,5,3,7,4,7,7,7,8,5,2,4,1,1,6,0.47856722680471125
7,5,1,4,6,3,10,6,3,4,5,4,4,4,4,3,3,7,5,5,0.45037214643415224
8,5,4,7,5,5,5,4,9,5,8,1,7,9,4,2,6,5,8,6,0.5676532195667936
1,5,5,10,4,5,6,2,3,3,8,3,5,3,4,5,6,3,13,7,0.508934567125302
5,7,3,4,10,3,4,5,5,6,3,4,4,6,5,8,5,4,10,4,0.5833560237036628
4,5,4,6,7,5,8,4,6,2,2,6,6,4,4,2,8,1,6,13,0.5253513735399142
8,3,4,2,5,3,6,6,5,5,2,4,3,7,5,1,3,5,1,5,0.4245880761301437
9,3,6,9,4,6,11,7,6,3,3,10,3,7,4,3,9,2,3,5,0.6287671120748635
8,4,9,8,5,4,9,4,3,12,9,6,2,3,7,6,7,7,8,3,0.6747676373445309
0,4,3,2,9,3,5,7,4,10,7,6,5,3,4,4,5,9,6,6,0.6255276439123314
5,3,0,4,6,4,3,3,4,6,1,3,7,8,3,7,6,1,2,4,0.3741281933730566
4,8,5,4,3,3,4,5,8,7,4,3,2,7,6,9,5,4,5,8,0.5214048083160541
5,2,9,3,8,7,4,2,1,6,6,6,6,8,7,5,6,5,3,6,0.5255303233930315
3,5,9,0,9,6,9,6,4,4,5,6,8,4,7,8,4,6,6,5,0.5289778378110297
3,3,4,5,6,7,5,2,7,6,3,3,3,7,2,3,5,5,7,4,0.3772526955394713
9,4,4,5,4,4,4,7,7,7,10,3,9,3,8,4,4,2,8,4,0.4557529681024371
4,2,5,1,3,3,3,11,1,4,7,3,5,2,0,4,2,5,6,5,0.4449682159401943
6,6,6,8,3,1,7,4,6,4,5,3,4,4,9,3,3,4,7,6,0.47392005661253567
6,7,4,6,4,6,6,4,4,7,4,5,1,6,3,7,2,6,5,3,0.49841583372886866
5,2,5,7,4,4,4,7,9,2,4,4,4,2,6,2,5,5,5,2,0.4785735251096868
4,3,1,4,6,2,4,3,6,4,1,5,4,2,6,7,9,4,6,2,0.47988279108316134
7,3,5,5,4,5,5,5,2,10,5,6,2,6,4,9,7,5,1,3,0.4457899762051019
4,9,6,2,5,6,3,5,0,2,4,5,7,4,6,4,9,3,8,4,0.5870846199733935
3,4,9,4,2,8,6,6,5,2,5,3,4,6,8,6,6,3,7,6,0.5039412286846084
6,4,10,7,9,5,4,8,6,3,4,3,4,6,4,7,9,3,3,5,0.5856851934927931
8,6,9,5,7,5,4,5,5,3,7,6,8,3,7,6,4,5,5,4,0.5690265904389283
3,2,5,5,7,6,6,4,8,9,7,6,2,4,6,5,7,3,3,2,0.41791309259982645
8,5,1,8,5,7,6,9,5,4,8,4,4,2,9,5,6,7,7,8,0.47568697909837826
10,2,8,3,4,6,7,6,2,7,7,6,7,4,6,8,4,3,6,6,0.5559466333625964
1,6,3,3,5,5,3,3,2,10,9,5,6,3,4,7,7,7,10,4,0.5130931500593001
5,4,8,5,6,3,12,9,5,4,4,4,7,11,4,2,6,7,3,5,0.5558903686162366
4,3,9,4,5,3,0,5,9,4,3,2,4,1,6,1,7,4,2,0,0.3066167262018719
5,5,3,6,3,4,3,5,3,8,5,7,3,6,2,7,8,6,5,4,0.4412824249964026
4,6,6,8,2,5,6,3,3,6,7,5,5,5,4,5,6,11,8,4,0.5037438066699651
7,7,2,5,8,3,5,6,3,4,6,4,5,3,1,4,2,2,5,7,0.42848070511421776
4,3,8,6,4,7,10,4,6,7,3,4,6,2,2,4,2,3,3,1,0.40663642458402127
3,5,5,3,2,6,5,7,3,5,2,1,4,3,6,5,9,10,4,3,0.4769448664596062
4,6,4,5,6,4,12,2,3,4,7,6,3,10,2,4,4,10,5,4,0.4785455516574939
7,5,5,3,7,4,3,8,7,5,4,11,5,5,5,3,7,4,6,6,0.5256420964573881
3,1,3,5,8,1,7,5,4,3,6,4,4,7,2,4,3,3,7,5,0.513241484294003
8,1,5,7,11,3,6,6,3,6,3,6,5,4,7,4,3,4,5,7,0.4907495751562045
3,9,4,5,5,6,5,2,2,4,2,5,5,3,2,1,6,8,2,6,0.4260694850273859
3,6,6,8,3,7,7,3,5,5,4,10,5,6,8,7,7,3,5,5,0.5719521485335508
7,5,6,8,3,4,2,3,6,5,7,3,6,3,5,3,11,2,5,2,0.4677461490510717
1,3,5,4,10,5,5,5,3,7,10,4,4,3,4,4,3,6,5,7,0.5795421429880656
6,4,5,3,6,3,3,1,3,9,5,5,6,6,4,4,2,5,7,9,0.40305589396063
6,8,3,7,4,8,2,4,3,4,4,5,5,4,3,3,6,6,5,6,0.5279898276116304
6,5,3,7,5,2,5,6,7,4,1,6,2,6,2,10,8,4,9,6,0.49224366441073625
5,6,4,5,2,5,2,5,4,6,12,2,8,10,3,11,4,5,4,5,0.48878861404055807
4,5,8,5,1,1,3,6,2,5,5,3,3,3,7,6,2,5,4,4,0.5118613203108756
2,7,7,8,2,7,5,12,5,9,1,4,5,4,2,6,5,6,4,4,0.5278963607812825
6,4,2,5,5,5,3,5,10,5,3,6,4,4,9,3,3,3,5,6,0.5524541577790919
7,4,2,3,5,7,1,2,7,7,9,7,5,8,8,7,6,2,7,6,0.6021259435271074
3,3,3,7,6,6,4,6,4,6,5,9,7,2,7,3,4,4,5,10,0.5400720389955711
6,3,3,7,4,6,2,5,5,3,5,5,4,3,2,4,5,4,9,4,0.39597331930537427
8,3,5,4,4,4,2,4,4,2,5,7,5,3,2,6,6,8,6,3,0.46785049641606813
3,7,5,3,5,7,1,6,5,8,9,7,6,6,1,1,7,5,4,6,0.4973709059126321
8,9,7,2,5,9,5,7,6,1,5,4,3,10,3,6,8,9,2,4,0.6051721105928728
6,2,6,2,3,6,1,6,5,6,5,3,3,4,8,6,3,8,4,6,0.41467591987361807
4,7,4,7,10,3,5,3,7,5,5,2,6,6,6,5,8,7,2,4,0.6486689223527651
9,1,4,4,4,4,4,5,4,6,10,1,2,2,5,3,5,5,4,8,0.42544219973286923
4,4,5,7,5,6,9,4,7,4,3,6,9,7,8,5,5,3,4,5,0.5278908113215502
7,5,1,3,2,2,6,8,5,3,10,5,3,6,2,3,3,8,3,3,0.5240270846007411
5,3,5,7,3,4,10,1,4,6,5,4,5,2,7,4,5,4,2,3,0.42529925267902363
10,1,6,6,6,4,5,4,5,5,3,6,4,4,5,4,5,6,5,2,0.4995109251046114
